product_id,product_name,category,sub_category,brand,cost_price,selling_price,supplier,margin_pct
PRD01328,Godrej Kitchen Appliances 1682,Home & Kitchen,Kitchen Appliances,Godrej,33464.03,39610.26,Supplier_409,0.1552
PRD01329,Godrej Kitchen Appliances 1864,Home & Kitchen,Kitchen Appliances,Godrej,8394.01,10705.47,Supplier_418,0.2159
PRD01330,Prestige Cookware 3493,Home & Kitchen,Cookware,Prestige,28124.6,32880.11,Supplier_479,0.1446
PRD01331,Bajaj Bedding 3602,Home & Kitchen,Bedding,Bajaj,46949.22,53370.83,Supplier_055,0.1203
PRD01332,Prestige Cookware 5281,Home & Kitchen,Cookware,Prestige,8722.4,11068.77,Supplier_007,0.212
PRD01333,Bosch Home Decor 4662,Home & Kitchen,Home Decor,Bosch,22965.86,25515.71,Supplier_333,0.0999
PRD01334,Prestige Bedding 6835,Home & Kitchen,Bedding,Prestige,2244.75,3358.52,Supplier_155,0.3316
PRD01335,Bajaj Bedding 8884,Home & Kitchen,Bedding,Bajaj,49155.97,55440.68,Supplier_406,0.1134
PRD01336,Bosch Bedding 5414,Home & Kitchen,Bedding,Bosch,12634.41,14207.77,Supplier_324,0.1107
PRD01337,Godrej Home Decor 2277,Home & Kitchen,Home Decor,Godrej,46231.44,66691.67,Supplier_171,0.3068
PRD01338,Godrej Kitchen Appliances 7999,Home & Kitchen,Kitchen Appliances,Godrej,38097.73,53458.12,Supplier_035,0.2873
PRD01339,Philips Cookware 6364,Home & Kitchen,Cookware,Philips,30446.24,41253.66,Supplier_262,0.262
PRD01340,IKEA Kitchen Appliances 3911,Home & Kitchen,Kitchen Appliances,IKEA,29394.05,45400.26,Supplier_011,0.3526
PRD01341,Philips Bedding 4090,Home & Kitchen,Bedding,Philips,15476.99,22082.87,Supplier_318,0.2991
PRD01342,Philips Furniture 3409,Home & Kitchen,Furniture,Philips,6920.9,9096.84,Supplier_078,0.2392
PRD01343,Bosch Home Decor 9898,Home & Kitchen,Home Decor,Bosch,32119.84,38283.32,Supplier_485,0.161
PRD01344,Godrej Home Decor 5302,Home & Kitchen,Home Decor,Godrej,43872.73,50151.16,Supplier_330,0.1252
PRD01345,IKEA Furniture 4826,Home & Kitchen,Furniture,IKEA,39599.4,50489.23,Supplier_385,0.2157
PRD01346,Bosch Furniture 4069,Home & Kitchen,Furniture,Bosch,42354.4,52337.21,Supplier_106,0.1907
PRD01347,Philips Bedding 4168,Home & Kitchen,Bedding,Philips,45336.27,63133.15,Supplier_411,0.2819
PRD01348,IKEA Kitchen Appliances 3107,Home & Kitchen,Kitchen Appliances,IKEA,43641.65,57829.19,Supplier_227,0.2453
PRD01349,Philips Furniture 3253,Home & Kitchen,Furniture,Philips,43499.84,48410.66,Supplier_027,0.1014
PRD01350,Bosch Kitchen Appliances 9092,Home & Kitchen,Kitchen Appliances,Bosch,6321.77,7343.54,Supplier_426,0.1391
PRD01351,Bosch Kitchen Appliances 7752,Home & Kitchen,Kitchen Appliances,Bosch,25395.86,32515.15,Supplier_160,0.219
PRD01352,Godrej Kitchen Appliances 4179,Home & Kitchen,Kitchen Appliances,Godrej,9916.94,12686.62,Supplier_156,0.2183
PRD01353,IKEA Cookware 4554,Home & Kitchen,Cookware,IKEA,22441.15,30940.37,Supplier_442,0.2747
PRD01354,Philips Home Decor 6288,Home & Kitchen,Home Decor,Philips,47553.11,59394.0,Supplier_086,0.1994
PRD01355,Bajaj Home Decor 7201,Home & Kitchen,Home Decor,Bajaj,21163.73,28918.44,Supplier_390,0.2682
PRD01356,Bajaj Kitchen Appliances 1463,Home & Kitchen,Kitchen Appliances,Bajaj,1039.56,1309.08,Supplier_389,0.2059
PRD01357,IKEA Cookware 2978,Home & Kitchen,Cookware,IKEA,26883.02,36018.96,Supplier_132,0.2536
PRD01358,Bajaj Home Decor 9310,Home & Kitchen,Home Decor,Bajaj,15327.07,18593.52,Supplier_311,0.1757
PRD01359,Philips Home Decor 3306,Home & Kitchen,Home Decor,Philips,16695.05,23639.95,Supplier_080,0.2938
PRD01360,Philips Kitchen Appliances 6231,Home & Kitchen,Kitchen Appliances,Philips,691.07,908.98,Supplier_252,0.2397
PRD01361,Bajaj Home Decor 6213,Home & Kitchen,Home Decor,Bajaj,47017.24,72224.67,Supplier_197,0.349
PRD01362,Prestige Home Decor 6797,Home & Kitchen,Home Decor,Prestige,32070.38,43503.64,Supplier_454,0.2628
PRD01363,Philips Furniture 3282,Home & Kitchen,Furniture,Philips,19272.06,25937.03,Supplier_391,0.257
PRD01364,Prestige Home Decor 5811,Home & Kitchen,Home Decor,Prestige,38574.96,55287.23,Supplier_261,0.3023
PRD01365,Godrej Home Decor 6413,Home & Kitchen,Home Decor,Godrej,34440.05,48468.65,Supplier_475,0.2894
PRD01366,Godrej Home Decor 6021,Home & Kitchen,Home Decor,Godrej,12377.25,16146.51,Supplier_324,0.2334
PRD01367,Godrej Furniture 7562,Home & Kitchen,Furniture,Godrej,33300.5,38279.11,Supplier_484,0.1301
PRD01368,Prestige Kitchen Appliances 2744,Home & Kitchen,Kitchen Appliances,Prestige,12408.37,16773.89,Supplier_007,0.2603
PRD01369,Philips Furniture 6615,Home & Kitchen,Furniture,Philips,32237.65,48708.99,Supplier_362,0.3382
PRD01370,Philips Bedding 7029,Home & Kitchen,Bedding,Philips,25950.93,30330.07,Supplier_085,0.1444
PRD01371,Prestige Home Decor 8835,Home & Kitchen,Home Decor,Prestige,34607.25,45519.05,Supplier_338,0.2397
PRD01372,IKEA Home Decor 1556,Home & Kitchen,Home Decor,IKEA,15433.54,19653.94,Supplier_056,0.2147
PRD01373,Prestige Bedding 3532,Home & Kitchen,Bedding,Prestige,40720.69,49127.07,Supplier_477,0.1711
PRD01374,Godrej Home Decor 8156,Home & Kitchen,Home Decor,Godrej,15439.61,23837.24,Supplier_001,0.3523
PRD01375,Philips Furniture 6929,Home & Kitchen,Furniture,Philips,38698.49,49394.16,Supplier_336,0.2165
PRD01376,Godrej Cookware 3153,Home & Kitchen,Cookware,Godrej,21575.93,25090.83,Supplier_361,0.1401
PRD01377,Bosch Kitchen Appliances 1906,Home & Kitchen,Kitchen Appliances,Bosch,24349.24,32049.16,Supplier_231,0.2403
PRD01378,Bosch Bedding 3093,Home & Kitchen,Bedding,Bosch,9322.62,10326.87,Supplier_415,0.0972
PRD01379,Prestige Kitchen Appliances 7320,Home & Kitchen,Kitchen Appliances,Prestige,49148.21,73214.09,Supplier_321,0.3287
PRD01380,Philips Bedding 4902,Home & Kitchen,Bedding,Philips,43424.68,50289.22,Supplier_044,0.1365
PRD01381,Philips Home Decor 9695,Home & Kitchen,Home Decor,Philips,13874.27,17215.35,Supplier_121,0.1941
PRD01382,Bajaj Home Decor 1100,Home & Kitchen,Home Decor,Bajaj,33656.59,37943.78,Supplier_137,0.113
PRD01383,Godrej Furniture 1686,Home & Kitchen,Furniture,Godrej,29143.15,45002.29,Supplier_109,0.3524
PRD01384,Philips Bedding 4455,Home & Kitchen,Bedding,Philips,18814.51,24918.59,Supplier_478,0.245
PRD01385,Bajaj Home Decor 5614,Home & Kitchen,Home Decor,Bajaj,37857.74,51640.03,Supplier_190,0.2669
PRD01386,Prestige Cookware 6628,Home & Kitchen,Cookware,Prestige,40851.52,62186.87,Supplier_194,0.3431
PRD01387,Philips Bedding 1741,Home & Kitchen,Bedding,Philips,48766.49,72678.96,Supplier_002,0.329
PRD01388,Godrej Home Decor 2375,Home & Kitchen,Home Decor,Godrej,20120.33,29630.16,Supplier_014,0.321
PRD01389,Philips Bedding 4172,Home & Kitchen,Bedding,Philips,43456.81,52641.4,Supplier_189,0.1745
PRD01390,IKEA Home Decor 8536,Home & Kitchen,Home Decor,IKEA,34324.94,51104.03,Supplier_212,0.3283
PRD01391,Philips Kitchen Appliances 5378,Home & Kitchen,Kitchen Appliances,Philips,49309.76,75446.26,Supplier_009,0.3464
PRD01392,Philips Cookware 7379,Home & Kitchen,Cookware,Philips,48481.4,69126.34,Supplier_120,0.2987
PRD01393,Bajaj Bedding 1433,Home & Kitchen,Bedding,Bajaj,20038.25,27410.69,Supplier_179,0.269
PRD01394,Bajaj Home Decor 1745,Home & Kitchen,Home Decor,Bajaj,49344.23,73169.45,Supplier_376,0.3256
PRD01395,Prestige Home Decor 8620,Home & Kitchen,Home Decor,Prestige,30378.33,42973.57,Supplier_449,0.2931
PRD01396,Godrej Bedding 1526,Home & Kitchen,Bedding,Godrej,25256.6,28794.92,Supplier_155,0.1229
PRD01397,Bajaj Bedding 1995,Home & Kitchen,Bedding,Bajaj,8444.24,10891.0,Supplier_247,0.2247
PRD01398,Bosch Bedding 1565,Home & Kitchen,Bedding,Bosch,12205.63,14159.79,Supplier_055,0.138
PRD01399,Godrej Home Decor 5449,Home & Kitchen,Home Decor,Godrej,1509.63,2289.55,Supplier_463,0.3406
PRD01400,Prestige Home Decor 7903,Home & Kitchen,Home Decor,Prestige,11057.78,13281.34,Supplier_488,0.1674
PRD01401,Godrej Furniture 8160,Home & Kitchen,Furniture,Godrej,6831.03,9093.71,Supplier_047,0.2488
PRD01402,Bosch Cookware 9941,Home & Kitchen,Cookware,Bosch,46592.41,67101.39,Supplier_034,0.3056
PRD01403,Bajaj Cookware 6352,Home & Kitchen,Cookware,Bajaj,45512.85,65046.73,Supplier_335,0.3003
PRD01404,Bajaj Bedding 1995,Home & Kitchen,Bedding,Bajaj,40431.95,47914.65,Supplier_149,0.1562
PRD01405,Philips Furniture 3182,Home & Kitchen,Furniture,Philips,4502.51,6429.91,Supplier_382,0.2998
PRD01406,IKEA Furniture 6329,Home & Kitchen,Furniture,IKEA,18418.46,27278.94,Supplier_296,0.3248
PRD01407,Prestige Furniture 6459,Home & Kitchen,Furniture,Prestige,3141.15,4183.17,Supplier_217,0.2491
PRD01408,Prestige Cookware 2169,Home & Kitchen,Cookware,Prestige,39886.03,60584.68,Supplier_267,0.3416
PRD01409,IKEA Bedding 8919,Home & Kitchen,Bedding,IKEA,11145.97,14108.53,Supplier_437,0.21
PRD01410,Prestige Home Decor 3686,Home & Kitchen,Home Decor,Prestige,7277.8,11085.24,Supplier_256,0.3435
PRD01411,Bosch Home Decor 662,Home & Kitchen,Home Decor,Bosch,30093.2,34563.82,Supplier_307,0.1293
PRD01412,Prestige Cookware 4580,Home & Kitchen,Cookware,Prestige,25143.78,35292.87,Supplier_435,0.2876
PRD01413,Bajaj Bedding 4875,Home & Kitchen,Bedding,Bajaj,31572.3,37298.93,Supplier_361,0.1535
PRD01414,Philips Home Decor 3550,Home & Kitchen,Home Decor,Philips,49058.08,60664.14,Supplier_435,0.1913
PRD01415,Godrej Kitchen Appliances 3033,Home & Kitchen,Kitchen Appliances,Godrej,36799.49,55710.17,Supplier_439,0.3394
PRD01416,Godrej Home Decor 2708,Home & Kitchen,Home Decor,Godrej,19620.8,30268.28,Supplier_012,0.3518
PRD01417,Bajaj Bedding 5806,Home & Kitchen,Bedding,Bajaj,16903.64,23641.64,Supplier_388,0.285
PRD01418,Bajaj Home Decor 4726,Home & Kitchen,Home Decor,Bajaj,3637.57,5171.08,Supplier_357,0.2966
PRD01419,Godrej Kitchen Appliances 2244,Home & Kitchen,Kitchen Appliances,Godrej,42819.8,54170.18,Supplier_166,0.2095
PRD01420,Philips Bedding 7596,Home & Kitchen,Bedding,Philips,42498.0,60071.18,Supplier_336,0.2925
PRD01421,IKEA Kitchen Appliances 4869,Home & Kitchen,Kitchen Appliances,IKEA,6921.17,9738.77,Supplier_460,0.2893
PRD01422,Bosch Kitchen Appliances 249,Home & Kitchen,Kitchen Appliances,Bosch,10945.92,15671.71,Supplier_186,0.3015
PRD01423,Philips Bedding 2518,Home & Kitchen,Bedding,Philips,33931.97,52410.9,Supplier_193,0.3526
PRD01424,Godrej Home Decor 1673,Home & Kitchen,Home Decor,Godrej,42090.92,63776.71,Supplier_183,0.34
PRD01425,Bosch Home Decor 8544,Home & Kitchen,Home Decor,Bosch,47255.91,53642.69,Supplier_333,0.1191
PRD01426,IKEA Cookware 6719,Home & Kitchen,Cookware,IKEA,21719.38,24973.53,Supplier_126,0.1303
PRD01427,Philips Furniture 9867,Home & Kitchen,Furniture,Philips,12080.73,15821.58,Supplier_489,0.2364
PRD01428,Godrej Kitchen Appliances 1568,Home & Kitchen,Kitchen Appliances,Godrej,37272.75,53846.06,Supplier_399,0.3078
PRD01429,Godrej Home Decor 7392,Home & Kitchen,Home Decor,Godrej,19135.94,26353.95,Supplier_189,0.2739
PRD01430,Philips Furniture 8451,Home & Kitchen,Furniture,Philips,5875.55,6682.64,Supplier_116,0.1208
PRD01431,IKEA Furniture 4584,Home & Kitchen,Furniture,IKEA,28670.45,38680.35,Supplier_356,0.2588
PRD01432,IKEA Furniture 7205,Home & Kitchen,Furniture,IKEA,9095.77,11893.36,Supplier_153,0.2352
PRD01433,Bosch Bedding 8906,Home & Kitchen,Bedding,Bosch,5017.09,5568.19,Supplier_095,0.099
PRD01434,Godrej Home Decor 8888,Home & Kitchen,Home Decor,Godrej,1036.33,1390.08,Supplier_402,0.2545
PRD01435,Bajaj Bedding 8930,Home & Kitchen,Bedding,Bajaj,3243.39,4779.0,Supplier_366,0.3213
PRD01436,Bosch Furniture 3060,Home & Kitchen,Furniture,Bosch,48285.77,72519.1,Supplier_442,0.3342
PRD01437,Godrej Bedding 5249,Home & Kitchen,Bedding,Godrej,9037.88,12117.26,Supplier_063,0.2541
PRD01438,Bosch Furniture 1538,Home & Kitchen,Furniture,Bosch,28775.3,39903.89,Supplier_288,0.2789
PRD01439,Philips Cookware 4991,Home & Kitchen,Cookware,Philips,4276.29,4869.06,Supplier_187,0.1217
PRD01440,Bosch Bedding 101,Home & Kitchen,Bedding,Bosch,21181.41,32285.92,Supplier_128,0.3439
PRD01441,Philips Cookware 4907,Home & Kitchen,Cookware,Philips,47313.42,62649.51,Supplier_338,0.2448
PRD01442,Bajaj Bedding 5227,Home & Kitchen,Bedding,Bajaj,7035.76,9220.42,Supplier_268,0.2369
PRD01443,IKEA Cookware 1722,Home & Kitchen,Cookware,IKEA,26933.56,31744.56,Supplier_340,0.1516
PRD01444,Bosch Furniture 3626,Home & Kitchen,Furniture,Bosch,1884.86,2161.15,Supplier_491,0.1278
PRD01445,IKEA Kitchen Appliances 4644,Home & Kitchen,Kitchen Appliances,IKEA,27625.93,37519.83,Supplier_066,0.2637
PRD01446,Bajaj Bedding 6355,Home & Kitchen,Bedding,Bajaj,3764.26,4516.49,Supplier_333,0.1666
PRD01447,Bajaj Kitchen Appliances 7068,Home & Kitchen,Kitchen Appliances,Bajaj,22830.58,34794.44,Supplier_482,0.3438
PRD01448,IKEA Kitchen Appliances 4513,Home & Kitchen,Kitchen Appliances,IKEA,10227.96,14072.62,Supplier_325,0.2732
PRD01449,Godrej Kitchen Appliances 8479,Home & Kitchen,Kitchen Appliances,Godrej,18638.51,25887.76,Supplier_310,0.28
PRD01450,Bajaj Kitchen Appliances 7204,Home & Kitchen,Kitchen Appliances,Bajaj,41087.31,50483.54,Supplier_195,0.1861
PRD01451,IKEA Furniture 8807,Home & Kitchen,Furniture,IKEA,12412.51,14981.39,Supplier_057,0.1715
PRD01452,Bajaj Bedding 6044,Home & Kitchen,Bedding,Bajaj,3344.67,4618.6,Supplier_466,0.2758
PRD01453,Prestige Cookware 4583,Home & Kitchen,Cookware,Prestige,7359.17,10708.37,Supplier_006,0.3128
PRD01454,Bajaj Furniture 1820,Home & Kitchen,Furniture,Bajaj,48975.29,58008.59,Supplier_401,0.1557
PRD01455,Bosch Furniture 9747,Home & Kitchen,Furniture,Bosch,26347.46,39296.99,Supplier_421,0.3295
PRD01456,Philips Home Decor 4720,Home & Kitchen,Home Decor,Philips,26471.56,37304.1,Supplier_283,0.2904
PRD01457,IKEA Cookware 5310,Home & Kitchen,Cookware,IKEA,4998.35,5510.89,Supplier_485,0.093
PRD01458,Bosch Home Decor 8811,Home & Kitchen,Home Decor,Bosch,17291.39,24699.19,Supplier_283,0.2999
PRD01459,Bajaj Bedding 255,Home & Kitchen,Bedding,Bajaj,23869.25,27209.96,Supplier_352,0.1228
PRD01460,Godrej Bedding 6306,Home & Kitchen,Bedding,Godrej,7816.79,8906.4,Supplier_291,0.1223
PRD01461,Philips Cookware 6164,Home & Kitchen,Cookware,Philips,45926.16,63397.43,Supplier_363,0.2756
PRD01462,Godrej Kitchen Appliances 3099,Home & Kitchen,Kitchen Appliances,Godrej,30454.71,43007.83,Supplier_225,0.2919
PRD01463,Bajaj Cookware 7108,Home & Kitchen,Cookware,Bajaj,25136.35,30405.85,Supplier_267,0.1733
PRD01464,Prestige Kitchen Appliances 5107,Home & Kitchen,Kitchen Appliances,Prestige,31799.98,35643.42,Supplier_209,0.1078
PRD01465,Philips Cookware 4032,Home & Kitchen,Cookware,Philips,31752.1,35436.8,Supplier_484,0.104
PRD01466,Bosch Furniture 4783,Home & Kitchen,Furniture,Bosch,28787.07,32234.47,Supplier_284,0.1069
PRD01467,Philips Home Decor 8434,Home & Kitchen,Home Decor,Philips,48110.21,61546.06,Supplier_478,0.2183
PRD01468,Bajaj Kitchen Appliances 8822,Home & Kitchen,Kitchen Appliances,Bajaj,24915.37,34931.53,Supplier_358,0.2867
PRD01469,Bajaj Furniture 219,Home & Kitchen,Furniture,Bajaj,744.32,870.4,Supplier_366,0.1449
PRD01470,Godrej Home Decor 8752,Home & Kitchen,Home Decor,Godrej,26739.52,33215.26,Supplier_351,0.195
PRD01471,Philips Bedding 8677,Home & Kitchen,Bedding,Philips,30388.31,46596.96,Supplier_463,0.3478
PRD01472,Bosch Kitchen Appliances 8516,Home & Kitchen,Kitchen Appliances,Bosch,3802.36,5606.66,Supplier_181,0.3218
PRD01473,Bajaj Furniture 1955,Home & Kitchen,Furniture,Bajaj,24800.62,28771.88,Supplier_174,0.138
PRD01474,IKEA Kitchen Appliances 4852,Home & Kitchen,Kitchen Appliances,IKEA,42546.31,63103.36,Supplier_154,0.3258
PRD01475,Prestige Home Decor 9419,Home & Kitchen,Home Decor,Prestige,13274.3,14350.18,Supplier_202,0.075
PRD01476,Prestige Kitchen Appliances 8546,Home & Kitchen,Kitchen Appliances,Prestige,46458.99,71119.12,Supplier_423,0.3467
PRD01477,Bajaj Furniture 1042,Home & Kitchen,Furniture,Bajaj,44630.07,65995.62,Supplier_183,0.3237
PRD01478,IKEA Furniture 1855,Home & Kitchen,Furniture,IKEA,23044.68,28119.69,Supplier_003,0.1805
PRD01479,Godrej Cookware 1760,Home & Kitchen,Cookware,Godrej,9348.58,11654.22,Supplier_221,0.1978
PRD01480,Bosch Home Decor 2618,Home & Kitchen,Home Decor,Bosch,4282.95,5660.9,Supplier_211,0.2434
PRD01481,Bajaj Furniture 4198,Home & Kitchen,Furniture,Bajaj,395.18,569.71,Supplier_116,0.3063
PRD01482,Bajaj Home Decor 3084,Home & Kitchen,Home Decor,Bajaj,18746.76,23458.06,Supplier_275,0.2008
PRD01483,Philips Cookware 7298,Home & Kitchen,Cookware,Philips,49468.99,68685.29,Supplier_083,0.2798
PRD01484,Prestige Kitchen Appliances 3351,Home & Kitchen,Kitchen Appliances,Prestige,37367.2,40458.62,Supplier_057,0.0764
PRD01485,Prestige Kitchen Appliances 5526,Home & Kitchen,Kitchen Appliances,Prestige,2060.8,2607.81,Supplier_462,0.2098
PRD01486,Bosch Furniture 4454,Home & Kitchen,Furniture,Bosch,33326.93,50848.12,Supplier_061,0.3446
PRD01487,Bajaj Home Decor 2187,Home & Kitchen,Home Decor,Bajaj,27528.68,40079.43,Supplier_167,0.3131
PRD01488,IKEA Home Decor 6470,Home & Kitchen,Home Decor,IKEA,36313.43,51880.63,Supplier_068,0.3001
PRD01489,Philips Furniture 5738,Home & Kitchen,Furniture,Philips,39646.01,45167.83,Supplier_257,0.1223
PRD01490,Godrej Furniture 5705,Home & Kitchen,Furniture,Godrej,11863.42,16594.62,Supplier_220,0.2851
PRD01491,Godrej Bedding 4723,Home & Kitchen,Bedding,Godrej,451.04,588.92,Supplier_249,0.2341
PRD01492,Bajaj Furniture 8476,Home & Kitchen,Furniture,Bajaj,12424.98,14309.51,Supplier_096,0.1317
PRD01493,Prestige Kitchen Appliances 4152,Home & Kitchen,Kitchen Appliances,Prestige,38348.04,56991.26,Supplier_342,0.3271
PRD01494,Bosch Home Decor 1788,Home & Kitchen,Home Decor,Bosch,23720.95,34345.02,Supplier_359,0.3093
PRD01495,IKEA Bedding 9786,Home & Kitchen,Bedding,IKEA,9100.35,14073.68,Supplier_323,0.3534
PRD01496,Bosch Kitchen Appliances 4586,Home & Kitchen,Kitchen Appliances,Bosch,6067.04,7696.67,Supplier_099,0.2117
PRD01497,Bajaj Kitchen Appliances 934,Home & Kitchen,Kitchen Appliances,Bajaj,932.18,1094.22,Supplier_195,0.1481
PRD01498,IKEA Home Decor 3891,Home & Kitchen,Home Decor,IKEA,15356.98,21156.63,Supplier_114,0.2741
PRD01499,Bajaj Cookware 946,Home & Kitchen,Cookware,Bajaj,23985.8,31652.52,Supplier_156,0.2422
PRD01500,Prestige Furniture 6949,Home & Kitchen,Furniture,Prestige,18210.63,27738.6,Supplier_127,0.3435
PRD01501,Philips Cookware 5369,Home & Kitchen,Cookware,Philips,9128.49,9861.07,Supplier_109,0.0743
PRD01502,Bajaj Cookware 7159,Home & Kitchen,Cookware,Bajaj,14043.96,19170.92,Supplier_095,0.2674
PRD01503,Bajaj Cookware 1687,Home & Kitchen,Cookware,Bajaj,18210.88,22272.77,Supplier_343,0.1824
PRD01504,Godrej Furniture 5526,Home & Kitchen,Furniture,Godrej,27610.82,41005.6,Supplier_185,0.3267
PRD01505,Godrej Cookware 6188,Home & Kitchen,Cookware,Godrej,38951.47,51749.57,Supplier_122,0.2473
PRD01506,Bosch Cookware 1842,Home & Kitchen,Cookware,Bosch,29237.14,32774.79,Supplier_067,0.1079
PRD01507,Philips Bedding 3220,Home & Kitchen,Bedding,Philips,2099.89,3223.57,Supplier_099,0.3486
PRD01508,Philips Home Decor 5718,Home & Kitchen,Home Decor,Philips,3790.24,5067.14,Supplier_155,0.252
PRD01509,Bosch Home Decor 2194,Home & Kitchen,Home Decor,Bosch,26701.2,30765.82,Supplier_099,0.1321
PRD01510,IKEA Home Decor 9280,Home & Kitchen,Home Decor,IKEA,35594.58,53357.9,Supplier_500,0.3329
PRD01511,Prestige Cookware 7245,Home & Kitchen,Cookware,Prestige,22451.69,31817.26,Supplier_035,0.2944
PRD01512,Bajaj Home Decor 458,Home & Kitchen,Home Decor,Bajaj,26211.95,40042.65,Supplier_086,0.3454
PRD01513,Prestige Bedding 844,Home & Kitchen,Bedding,Prestige,34850.48,39750.43,Supplier_490,0.1233
PRD01514,Philips Bedding 6612,Home & Kitchen,Bedding,Philips,39729.8,55863.58,Supplier_254,0.2888
PRD01515,IKEA Bedding 8444,Home & Kitchen,Bedding,IKEA,48578.34,56243.69,Supplier_197,0.1363
PRD01516,Bajaj Bedding 3115,Home & Kitchen,Bedding,Bajaj,20072.41,24239.49,Supplier_002,0.1719
PRD01517,IKEA Kitchen Appliances 8501,Home & Kitchen,Kitchen Appliances,IKEA,10929.5,15382.83,Supplier_234,0.2895
PRD01518,Godrej Bedding 3709,Home & Kitchen,Bedding,Godrej,36042.93,43311.07,Supplier_152,0.1678
PRD01519,IKEA Cookware 8841,Home & Kitchen,Cookware,IKEA,5999.21,7110.54,Supplier_122,0.1563
PRD01520,Philips Cookware 4650,Home & Kitchen,Cookware,Philips,31998.79,48726.53,Supplier_475,0.3433
PRD01521,Prestige Kitchen Appliances 4179,Home & Kitchen,Kitchen Appliances,Prestige,43675.47,48227.08,Supplier_422,0.0944
PRD01522,IKEA Kitchen Appliances 6147,Home & Kitchen,Kitchen Appliances,IKEA,5853.43,8106.2,Supplier_167,0.2779
PRD01523,Godrej Furniture 2289,Home & Kitchen,Furniture,Godrej,44205.12,53227.29,Supplier_210,0.1695
PRD01524,Prestige Bedding 270,Home & Kitchen,Bedding,Prestige,16265.53,18004.54,Supplier_422,0.0966
PRD01525,Bosch Cookware 4294,Home & Kitchen,Cookware,Bosch,36537.31,44263.28,Supplier_498,0.1745
PRD01526,IKEA Furniture 9656,Home & Kitchen,Furniture,IKEA,32883.01,48928.32,Supplier_055,0.3279
PRD01527,Godrej Home Decor 9125,Home & Kitchen,Home Decor,Godrej,12904.39,17734.86,Supplier_106,0.2724
PRD01528,Bosch Home Decor 6579,Home & Kitchen,Home Decor,Bosch,16246.94,19103.83,Supplier_080,0.1495
PRD01529,Bosch Home Decor 2530,Home & Kitchen,Home Decor,Bosch,36504.1,46868.88,Supplier_462,0.2211
PRD01530,Philips Home Decor 2985,Home & Kitchen,Home Decor,Philips,24823.26,32168.79,Supplier_097,0.2283
PRD01531,Bajaj Bedding 4721,Home & Kitchen,Bedding,Bajaj,47170.59,54943.88,Supplier_011,0.1415
PRD01532,Bosch Cookware 3177,Home & Kitchen,Cookware,Bosch,44268.39,64818.87,Supplier_036,0.317
PRD01533,Philips Kitchen Appliances 6694,Home & Kitchen,Kitchen Appliances,Philips,21348.43,27621.91,Supplier_052,0.2271
PRD01534,Bosch Bedding 9984,Home & Kitchen,Bedding,Bosch,36351.89,53064.91,Supplier_052,0.315
PRD01535,Bajaj Home Decor 816,Home & Kitchen,Home Decor,Bajaj,1084.76,1592.95,Supplier_068,0.319
PRD01536,Philips Kitchen Appliances 9924,Home & Kitchen,Kitchen Appliances,Philips,13419.44,20412.86,Supplier_007,0.3426
PRD01537,Philips Furniture 1492,Home & Kitchen,Furniture,Philips,27141.39,39750.74,Supplier_104,0.3172
PRD01538,Bajaj Kitchen Appliances 2772,Home & Kitchen,Kitchen Appliances,Bajaj,37995.6,56971.49,Supplier_158,0.3331
PRD01539,Bajaj Cookware 4482,Home & Kitchen,Cookware,Bajaj,7767.94,8593.37,Supplier_322,0.0961
PRD01540,Philips Bedding 9023,Home & Kitchen,Bedding,Philips,1109.33,1221.29,Supplier_152,0.0917
PRD01541,IKEA Furniture 119,Home & Kitchen,Furniture,IKEA,44328.52,56527.01,Supplier_468,0.2158
PRD01542,Philips Kitchen Appliances 5888,Home & Kitchen,Kitchen Appliances,Philips,11372.42,14342.1,Supplier_336,0.2071
PRD01543,Bosch Cookware 1941,Home & Kitchen,Cookware,Bosch,46088.46,64601.1,Supplier_252,0.2866
PRD01544,Philips Kitchen Appliances 4717,Home & Kitchen,Kitchen Appliances,Philips,11264.9,17230.11,Supplier_183,0.3462
PRD01545,IKEA Furniture 1489,Home & Kitchen,Furniture,IKEA,16719.55,20889.94,Supplier_459,0.1996
PRD01546,IKEA Furniture 5586,Home & Kitchen,Furniture,IKEA,7597.59,9735.97,Supplier_308,0.2196
PRD01547,Godrej Kitchen Appliances 5040,Home & Kitchen,Kitchen Appliances,Godrej,21290.97,31931.46,Supplier_320,0.3332
PRD01548,Prestige Cookware 8279,Home & Kitchen,Cookware,Prestige,43776.34,52856.16,Supplier_339,0.1718
PRD01549,Prestige Cookware 1351,Home & Kitchen,Cookware,Prestige,40545.43,57343.97,Supplier_404,0.2929
PRD01550,Bosch Furniture 2521,Home & Kitchen,Furniture,Bosch,38900.31,44692.44,Supplier_200,0.1296
PRD01551,Godrej Home Decor 1202,Home & Kitchen,Home Decor,Godrej,39852.69,61328.49,Supplier_058,0.3502
PRD01552,Bajaj Bedding 1581,Home & Kitchen,Bedding,Bajaj,47981.29,58099.77,Supplier_166,0.1742
PRD01553,Bosch Kitchen Appliances 8197,Home & Kitchen,Kitchen Appliances,Bosch,38388.39,47821.42,Supplier_218,0.1973
PRD01554,Godrej Home Decor 5563,Home & Kitchen,Home Decor,Godrej,48643.8,66292.71,Supplier_071,0.2662
